  397.0000;  301.0000;  195.7345;    0.4702
  397.0000;  301.0000;  195.7345;    0.3764
  400.0000;  300.0000;  198.0404;    0.2657
  397.0000;  301.0000;  198.0909;    0.2528
  398.0000;  299.0000;  198.3986;    0.2496
  402.0000;  298.0000;  197.1446;    0.2950
  398.0000;  299.0000;  198.3053;    0.4753
  398.0000;  299.0000;  198.2524;    0.4697
  399.0000;  298.0000;  196.2371;    0.5311
  399.0000;  301.0000;  198.6001;    0.1409
  398.0000;  300.0000;  196.4739;    0.2021
  403.0000;  304.0000;  197.7726;    0.4158
  399.0000;  302.0000;  197.3069;    0.6396
  395.0000;  301.0000;  199.2486;    0.2749
  399.0000;  301.0000;  198.0404;    0.6890
  398.0000;  303.0000;  198.2826;    0.6570
  400.0000;  299.0000;  197.2029;    0.3923
  399.0000;  303.0000;  198.3633;    0.6155
  399.0000;  300.0000;  198.0732;    0.1790
  398.0000;  295.0000;  195.6732;    0.1955
  397.0000;  298.0000;  197.5905;    0.3307
  399.0000;  301.0000;  197.0025;    0.2324
  398.0000;  301.0000;  196.3288;    0.6082
  397.0000;  298.0000;  199.9125;    0.4509
  400.0000;  299.0000;  198.6681;    0.4554
  401.0000;  296.0000;  197.3854;    0.2556
  399.0000;  302.0000;  197.3626;    0.6108
  407.0000;  289.0000;  208.0024;    0.3810
  398.0000;  295.0000;  197.1624;    0.5797
  397.0000;  300.0000;  196.7867;    0.2909
  400.0000;  300.0000;  198.2044;    0.4875
  398.0000;  301.0000;  198.2145;    0.6367
  401.0000;  296.0000;  197.3069;    0.3892
  399.0000;  294.0000;  197.0305;    0.3539
  396.0000;  302.0000;  198.7259;    0.4353
  400.0000;  300.0000;  196.3314;    0.1755
  397.0000;  299.0000;  197.3145;    0.3078
  482.0000;  333.0000;  278.8207;    0.6421
  397.0000;  299.0000;  199.2636;    0.3592
  399.0000;  298.0000;  198.2171;    0.3839
  396.0000;  298.0000;  197.5905;    0.5986
  396.0000;  297.0000;  196.6443;    0.2377
  401.0000;  302.0000;  195.6732;    0.1585
  400.0000;  300.0000;  198.0631;    0.4766
  393.0000;  301.0000;  195.1666;    0.5990
  390.0000;  309.0000;  191.0236;    0.3313
  396.0000;  298.0000;  196.8146;    0.2522
  399.0000;  299.0000;  199.8049;    0.5605
  395.0000;  299.0000;  195.5326;    0.3049
  400.0000;  299.0000;  198.9171;    0.2791
  400.0000;  297.0000;  196.9873;    0.5189
  398.0000;  299.0000;  198.0354;    0.2085
  399.0000;  298.0000;  198.2044;    0.0743
  399.0000;  298.0000;  200.4495;    0.3474
  398.0000;  299.0000;  197.9520;    0.2485
  401.0000;  298.0000;  197.8004;    0.1730
  401.0000;  300.0000;  195.4738;    0.4417
  397.0000;  299.0000;  197.7321;    0.2758
  401.0000;  302.0000;  196.5121;    0.1138
  397.0000;  300.0000;  197.7397;    0.3497
  398.0000;  303.0000;  196.7257;    0.2338
  400.0000;  300.0000;  195.8877;    0.5608
  394.0000;  301.0000;  197.7675;    0.3069
  397.0000;  299.0000;  200.0025;    0.1621
  401.0000;  299.0000;  196.3110;    0.2564
  400.0000;  298.0000;  197.7675;    0.3423
  401.0000;  302.0000;  194.3631;    0.4373
  398.0000;  297.0000;  195.7805;    0.2395
  398.0000;  299.0000;  197.7397;    0.2741
  398.0000;  298.0000;  199.2486;    0.1701
  400.0000;  300.0000;  197.4285;    0.5054
  399.0000;  299.0000;  199.1231;    0.6349
  402.0000;  299.0000;  197.0025;    0.2930
  399.0000;  299.0000;  198.7360;    0.3956
  396.0000;  300.0000;  195.0000;    0.4725
  396.0000;  300.0000;  197.6765;    0.3673
  396.0000;  299.0000;  199.6246;    0.7081
  399.0000;  300.0000;  197.4968;    0.5505
  399.0000;  299.0000;  199.4893;    0.4521
  399.0000;  307.0000;  197.1852;    0.9385
  400.0000;  300.0000;  197.4968;    0.3949
  392.0000;  301.0000;  197.0025;    0.2644
  399.0000;  295.0000;  193.5691;    0.6037
  397.0000;  297.0000;  195.4405;    0.3703
  395.0000;  301.0000;  198.0808;    0.4522
  399.0000;  300.0000;  197.5677;    0.5184
  402.0000;  299.0000;  197.8206;    0.3421
  401.0000;  299.0000;  198.1616;    0.3262
  403.0000;  301.0000;  195.2562;    0.5131
  399.0000;  299.0000;  198.2851;    0.4103
  402.0000;  299.0000;  196.6977;    0.3310
  399.0000;  302.0000;  198.5951;    0.2593
  400.0000;  302.0000;  195.2076;    0.2413
  397.0000;  299.0000;  197.4082;    0.2975
  400.0000;  299.0000;  197.5171;    0.4501
  399.0000;  302.0000;  196.7028;    0.4690
  400.0000;  300.0000;  198.0404;    0.2526
  399.0000;  299.0000;  198.5649;    0.2672
  400.0000;  299.0000;  197.3449;    0.5214
  400.0000;  298.0000;  195.4201;    0.4240
  391.0000;  301.0000;  194.3116;    0.2983
  402.0000;  297.0000;  197.8004;    0.6150
  399.0000;  301.0000;  198.4943;    0.3362
  400.0000;  299.0000;  197.9419;    0.3927
  400.0000;  299.0000;  198.4061;    0.5336
  401.0000;  300.0000;  198.2978;    0.4199
  397.0000;  302.0000;  195.2895;    0.6720
  399.0000;  299.0000;  197.0406;    0.2935
  397.0000;  298.0000;  199.2636;    0.3449
  399.0000;  301.0000;  197.6993;    0.4519
  395.0000;  299.0000;  196.0102;    0.4296
  396.0000;  297.0000;  197.4259;    0.2963
  399.0000;  302.0000;  195.0410;    0.3712
  404.0000;  301.0000;  196.5960;    0.7183
  398.0000;  298.0000;  198.0404;    0.2841
  402.0000;  295.0000;  197.9949;    0.7357
  399.0000;  300.0000;  198.4364;    0.2423
  399.0000;  301.0000;  198.5875;    0.7564
  401.0000;  300.0000;  196.6571;    0.5889
  393.0000;  297.0000;  195.2434;    0.2804
  398.0000;  294.0000;  198.0404;    0.5153
  398.0000;  299.0000;  198.0732;    0.2893
  405.0000;  301.0000;  197.2029;    0.4822
  397.0000;  299.0000;  197.0228;    0.6312
  399.0000;  299.0000;  198.7989;    0.4824
  398.0000;  300.0000;  196.7968;    0.7073
  398.0000;  302.0000;  199.0226;    0.4759
  400.0000;  299.0000;  198.8064;    0.5172
  396.0000;  304.0000;  198.1565;    0.7460
  397.0000;  297.0000;  196.2906;    0.5631
  397.0000;  299.0000;  199.4919;    0.6627
  399.0000;  297.0000;  197.7321;    0.4173
  401.0000;  301.0000;  196.0944;    0.3624
  401.0000;  296.0000;  199.1231;    0.5638
  403.0000;  297.0000;  201.0224;    0.4308
  400.0000;  302.0000;  198.0404;    0.4256
  398.0000;  298.0000;  197.7296;    0.4747
  398.0000;  302.0000;  195.0103;    0.4303
  397.0000;  300.0000;  198.1716;    0.1400
  398.0000;  296.0000;  201.0100;    0.5348
  400.0000;  299.0000;  198.9573;    0.2658
  396.0000;  299.0000;  197.0609;    0.1531
  399.0000;  298.0000;  197.0000;    0.4075
  430.0000;  259.0000;  245.2040;    0.6812
  403.0000;  301.0000;  196.4612;    0.3602
  398.0000;  297.0000;  196.8477;    0.3909
  395.0000;  295.0000;  199.0100;    0.4890
  402.0000;  299.0000;  196.9188;    0.3372
  400.0000;  302.0000;  197.2055;    0.6020
  401.0000;  298.0000;  196.6215;    0.4980
  398.0000;  299.0000;  199.0025;    0.6223
  399.0000;  301.0000;  196.8654;    0.6620
  399.0000;  299.0000;  197.4487;    0.5807
  401.0000;  301.0000;  198.7586;    0.3546
  399.0000;  299.0000;  197.4968;    0.2107
  399.0000;  299.0000;  199.0603;    0.2952
  405.0000;  299.0000;  196.6520;    0.5531
  405.0000;  297.0000;  199.4618;    0.2610
  398.0000;  298.0000;  198.7083;    0.2626
  399.0000;  300.0000;  194.6587;    0.4021
  399.0000;  297.0000;  199.9700;    0.5151
  400.0000;  298.0000;  198.1767;    0.5986
  400.0000;  298.0000;  198.1565;    0.3354
  399.0000;  299.0000;  199.9700;    0.4160
  394.0000;  303.0000;  192.7823;    0.2730
  400.0000;  299.0000;  197.2460;    0.3768
  399.0000;  299.0000;  198.3986;    0.4433
  399.0000;  294.0000;  195.3458;    0.2944
  399.0000;  295.0000;  202.0742;    0.3274
  397.0000;  299.0000;  198.6454;    0.3773
  401.0000;  290.0000;  206.9034;    0.4235
  400.0000;  299.0000;  198.3053;    0.4508
  399.0000;  303.0000;  196.2295;    0.5386
  400.0000;  298.0000;  198.6454;    0.4417
  398.0000;  301.0000;  197.8004;    0.2401
  393.0000;  301.0000;  195.0000;    0.3522
  403.0000;  293.0000;  196.9391;    0.8311
  399.0000;  297.0000;  198.1716;    0.3107
  399.0000;  299.0000;  198.6001;    0.1780
  401.0000;  298.0000;  196.7054;    0.2831
  401.0000;  298.0000;  199.4242;    0.4836
  400.0000;  298.0000;  199.0075;    0.4858
  392.0000;  299.0000;  197.3271;    0.1925
  401.0000;  297.0000;  199.6021;    0.1501
  399.0000;  299.0000;  199.4492;    0.3149
  400.0000;  298.0000;  195.9413;    0.2396
  399.0000;  301.0000;  197.9596;    0.3162
  400.0000;  298.0000;  198.6681;    0.2955
  399.0000;  300.0000;  196.7587;    0.4223
  399.0000;  300.0000;  199.0603;    0.3515
  400.0000;  299.0000;  198.5397;    0.3698
  398.0000;  299.0000;  198.3053;    0.4283
  394.0000;  295.0000;  197.9747;    0.1454
  397.0000;  299.0000;  198.6404;    0.4299
  400.0000;  298.0000;  198.7360;    0.2115
  399.0000;  299.0000;  199.4919;    0.5999
  395.0000;  299.0000;  196.9188;    0.2610
  398.0000;  298.0000;  196.1632;    0.3886
  399.0000;  298.0000;  196.5401;    0.5252
  399.0000;  299.0000;  198.9271;    0.4919
  398.0000;  299.0000;  198.9623;    0.2733
  400.0000;  297.0000;  198.7285;    0.4478
  402.0000;  297.0000;  198.2851;    0.4018
  399.0000;  298.0000;  198.6001;    0.1949
  399.0000;  300.0000;  198.1338;    0.1731
  399.0000;  303.0000;  195.6451;    0.2856
  402.0000;  296.0000;  196.0230;    0.2616
  399.0000;  303.0000;  198.8618;    0.4078
  400.0000;  298.0000;  198.1161;    0.2932
  399.0000;  299.0000;  198.3053;    0.2527
  401.0000;  301.0000;  198.4061;    0.3116
  404.0000;  292.0000;  200.1924;    0.5573
  399.0000;  299.0000;  198.0000;    0.3416
  400.0000;  298.0000;  198.6454;    0.3980
  401.0000;  300.0000;  197.4740;    0.4002
  398.0000;  300.0000;  197.6993;    0.2807
  399.0000;  299.0000;  198.4364;    0.5524
  400.0000;  300.0000;  198.6454;    0.1992
  400.0000;  298.0000;  198.5397;    0.3391
  399.0000;  303.0000;  196.7587;    0.1158
  399.0000;  295.0000;  197.9520;    0.4679
  401.0000;  301.0000;  197.4968;    0.5325
  399.0000;  300.0000;  197.4335;    0.5863
  399.0000;  298.0000;  198.3457;    0.6246
  397.0000;  297.0000;  197.9141;    0.4266
  402.0000;  299.0000;  196.9467;    0.6783
  399.0000;  298.0000;  199.6121;    0.3058
  398.0000;  297.0000;  198.4364;    0.4321
  399.0000;  299.0000;  197.4968;    0.1564
  398.0000;  299.0000;  199.4893;    0.5669
  399.0000;  299.0000;  199.2185;    0.6456
  398.0000;  298.0000;  197.7170;    0.7642
  398.0000;  297.0000;  193.9407;    0.3445
  399.0000;  300.0000;  198.9623;    0.7787
  398.0000;  299.0000;  198.9271;    0.2426
  404.0000;  299.0000;  197.2536;    0.5619
  399.0000;  291.0000;  203.8357;    0.5279
  405.0000;  306.0000;  197.5854;    0.2220
  399.0000;  298.0000;  199.4492;    0.5119
  400.0000;  302.0000;  195.9413;    0.3524
  405.0000;  300.0000;  195.6016;    0.2938
  400.0000;  298.0000;  199.2787;    0.3129
  395.0000;  300.0000;  197.0406;    0.4012
  399.0000;  299.0000;  197.5247;    0.3996
  400.0000;  298.0000;  199.1231;    0.5465
  401.0000;  301.0000;  196.2371;    0.4961
  399.0000;  297.0000;  199.4818;    0.6200
  402.0000;  298.0000;  199.0000;    0.2930
  411.0000;  312.0000;  209.8595;    0.5076
  395.0000;  290.0000;  202.2474;    0.5231
  400.0000;  298.0000;  196.6520;    0.3403
  393.0000;  306.0000;  206.4219;    0.5543
  399.0000;  297.0000;  197.6082;    0.4812
  399.0000;  299.0000;  199.4242;    0.2532
  395.0000;  301.0000;  197.8737;    0.6795
  396.0000;  300.0000;  197.6866;    0.7215
  400.0000;  301.0000;  196.6977;    0.4068
  398.0000;  298.0000;  197.4361;    0.5621
  404.0000;  301.0000;  195.4738;    0.6187
  401.0000;  298.0000;  197.2258;    0.3696
  399.0000;  299.0000;  198.9573;    0.2982
  397.0000;  297.0000;  197.0228;    0.3731
  399.0000;  301.0000;  197.5677;    0.2019
  393.0000;  302.0000;  200.3397;    0.3396
  401.0000;  299.0000;  197.7675;    0.5300
  394.0000;  299.0000;  194.0309;    0.2466
  397.0000;  302.0000;  198.7159;    0.3297
  399.0000;  299.0000;  198.7687;    0.2598
  400.0000;  296.0000;  196.6647;    0.2177
  397.0000;  301.0000;  198.3129;    0.5281
  397.0000;  299.0000;  198.6681;    0.4495
  399.0000;  299.0000;  199.9700;    0.4081
  399.0000;  300.0000;  199.0603;    0.7034
  400.0000;  299.0000;  197.5854;    0.2741
  399.0000;  299.0000;  198.8794;    0.2602
  398.0000;  300.0000;  199.1231;    0.5550
  400.0000;  304.0000;  196.5731;    0.6207
  400.0000;  296.0000;  197.0102;    0.3310
  397.0000;  300.0000;  199.4618;    0.5936
  399.0000;  302.0000;  197.0228;    0.4012
  399.0000;  299.0000;  199.1607;    0.6549
  399.0000;  300.0000;  198.5951;    0.5817
  400.0000;  300.0000;  198.1565;    0.5323
  398.0000;  300.0000;  197.3069;    0.5733
  401.0000;  300.0000;  197.8914;    0.4260
  397.0000;  298.0000;  198.7259;    0.5233
  399.0000;  299.0000;  199.1607;    0.1624
  399.0000;  300.0000;  199.4492;    0.3871
  398.0000;  293.0000;  198.3053;    0.3358
  387.0000;  295.0000;  196.2906;    0.4416
  397.0000;  301.0000;  198.1540;    0.4920
  401.0000;  301.0000;  196.9010;    0.4461
  392.0000;  294.0000;  204.7071;    0.7083
  393.0000;  311.0000;  201.1368;    0.4730
  401.0000;  302.0000;  193.8298;    0.3294
  404.0000;  300.0000;  197.2029;    0.3002
  398.0000;  298.0000;  197.1243;    0.2411
  398.0000;  299.0000;  197.6487;    0.4433
  400.0000;  298.0000;  198.1565;    0.1876
  400.0000;  300.0000;  198.6580;    0.4499
  360.0000;  298.0000;  232.1056;    0.2500
  398.0000;  298.0000;  198.2952;    0.2809
  398.0000;  298.0000;  199.4242;    0.4153
  399.0000;  298.0000;  199.5520;    0.2093
  400.0000;  298.0000;  198.4943;    0.5890
  399.0000;  296.0000;  197.3423;    0.1271
  398.0000;  299.0000;  199.4242;    0.3391
  397.0000;  297.0000;  198.0227;    0.3565
  400.0000;  299.0000;  199.2511;    0.3840
  395.0000;  296.0000;  202.5562;    0.3585
  397.0000;  299.0000;  198.2826;    0.3345
  398.0000;  297.0000;  196.0918;    0.4721
  398.0000;  300.0000;  196.2906;    0.5171
  397.0000;  300.0000;  199.3239;    0.5610
  401.0000;  299.0000;  198.4565;    0.4208
  400.0000;  299.0000;  196.4205;    0.2385
  400.0000;  296.0000;  201.8167;    0.8690
  400.0000;  298.0000;  196.5731;    0.3817
  400.0000;  300.0000;  199.0226;    0.3896
  399.0000;  301.0000;  197.4665;    0.2978
  403.0000;  301.0000;  198.9296;    0.7260
  401.0000;  295.0000;  195.5556;    0.7671
  399.0000;  300.0000;  197.1446;    0.3515
  403.0000;  299.0000;  196.6215;    0.2954
  401.0000;  299.0000;  197.9091;    0.4410
  399.0000;  298.0000;  199.1808;    0.3585
  397.0000;  298.0000;  198.2372;    0.3452
  398.0000;  300.0000;  198.5800;    0.2306
  400.0000;  299.0000;  199.4492;    0.4971
  399.0000;  296.0000;  197.2029;    0.5137
  401.0000;  299.0000;  197.0406;    0.2206
  400.0000;  300.0000;  198.8618;    0.4192
  402.0000;  298.0000;  196.3288;    0.9490
  399.0000;  299.0000;  197.9596;    0.4672
  400.0000;  298.0000;  198.1237;    0.4012
  404.0000;  297.0000;  196.9772;    0.3289
  397.0000;  301.0000;  196.9391;    0.3929
  393.0000;  297.0000;  197.2536;    0.7144
  400.0000;  301.0000;  197.1852;    0.2416
  399.0000;  299.0000;  195.7601;    0.4518
  399.0000;  301.0000;  198.7989;    0.1963
  398.0000;  299.0000;  196.8172;    0.3330
  400.0000;  299.0000;  198.7083;    0.3196
  398.0000;  303.0000;  189.7630;    0.7726
  397.0000;  300.0000;  200.6440;    0.3096
  399.0000;  307.0000;  196.8248;    0.2101
  398.0000;  301.0000;  197.3955;    0.5468
  399.0000;  299.0000;  197.3271;    0.2717
  398.0000;  298.0000;  197.9520;    0.6527
  398.0000;  300.0000;  197.7170;    0.2124
  397.0000;  300.0000;  199.4818;    0.3444
  400.0000;  301.0000;  197.6487;    0.2084
  400.0000;  300.0000;  198.4364;    0.3889
  398.0000;  298.0000;  197.5854;    0.3512
  400.0000;  298.0000;  198.0404;    0.3249
  401.0000;  298.0000;  198.2751;    0.2285
  399.0000;  295.0000;  196.4586;    0.7969
  398.0000;  299.0000;  199.2486;    0.5224
  398.0000;  302.0000;  197.0025;    0.3736
  397.0000;  300.0000;  197.2055;    0.2656
  401.0000;  295.0000;  197.6487;    0.6065
  396.0000;  300.0000;  194.1391;    0.3829
  399.0000;  300.0000;  199.0603;    0.7144
  400.0000;  305.0000;  198.0101;    0.2446
  396.0000;  297.0000;  195.0231;    0.3613
  399.0000;  298.0000;  198.6404;    0.3179
  399.0000;  297.0000;  196.3517;    0.4062
  402.0000;  306.0000;  196.9772;    0.7971
  397.0000;  300.0000;  197.7094;    0.4351
  400.0000;  298.0000;  198.6479;    0.6253
  399.0000;  299.0000;  198.2952;    0.2013
  402.0000;  302.0000;  197.5905;    0.3128
  393.0000;  290.0000;  200.6838;    0.4391
  399.0000;  301.0000;  197.5171;    0.4373
  399.0000;  301.0000;  197.1624;    0.4476
  399.0000;  297.0000;  196.6215;    0.6061
  398.0000;  300.0000;  198.1767;    0.3362
  374.0000;  349.0000;  242.7447;    0.7882
  399.0000;  298.0000;  195.4891;    0.5275
  397.0000;  300.0000;  196.4306;    0.1546
  399.0000;  298.0000;  198.2978;    0.3400
  399.0000;  300.0000;  196.5960;    0.6810
  397.0000;  300.0000;  199.1808;    0.1749
  402.0000;  299.0000;  196.3288;    0.2636
  398.0000;  298.0000;  194.7434;    0.4413
  399.0000;  301.0000;  196.8477;    0.2000
  401.0000;  298.0000;  198.6983;    0.2614
  399.0000;  298.0000;  198.6454;    0.2567
  403.0000;  298.0000;  193.2382;    0.3080
  398.0000;  296.0000;  199.0226;    0.5185
  398.0000;  299.0000;  198.7285;    0.2591
  401.0000;  299.0000;  198.7083;    0.4327
  399.0000;  300.0000;  197.4285;    0.3216
  396.0000;  304.0000;  196.0867;    0.3964
  394.0000;  301.0000;  196.5731;    0.5048
  399.0000;  299.0000;  199.9700;    0.1439
  399.0000;  306.0000;  196.3084;    0.5242
  397.0000;  301.0000;  196.9568;    0.4195
  399.0000;  295.0000;  198.6580;    0.3545
  397.0000;  304.0000;  196.6215;    0.3198
  400.0000;  297.0000;  196.0230;    0.4884
  400.0000;  302.0000;  195.2050;    0.4597
  402.0000;  297.0000;  197.9596;    0.2421
  399.0000;  296.0000;  197.0025;    0.0897
  397.0000;  300.0000;  197.8914;    0.3462
  404.0000;  300.0000;  194.8333;    0.2799
  399.0000;  298.0000;  198.9296;    0.1835
  400.0000;  298.0000;  197.7170;    0.3458
  403.0000;  298.0000;  196.4688;    0.4152
  404.0000;  299.0000;  197.0305;    0.2561
  398.0000;  299.0000;  197.6993;    0.3955
  399.0000;  299.0000;  198.9196;    0.2237
  399.0000;  296.0000;  195.0000;    0.4275
  400.0000;  297.0000;  198.5649;    0.1779
  400.0000;  296.0000;  200.1250;    0.3669
  397.0000;  296.0000;  196.6647;    0.6415
